,Unnamed: 0,ds,symbol,close,volume,volume_cng,price_cng,avg_gain,avg_loss,RSI,column_name,EMA9,EMA12,EMA26,EMA50
0,185530,1990-01-02,MDU,4.469136,64800.0,0.0,0.0,0.0,-0.0,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
1,1577708,1990-01-03,MDU,4.469136,81000.0,0.25,0.0,0.0,-0.0,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
2,620161,1990-01-04,MDU,4.395062,21263.0,-0.7374938271604938,-0.01657456832819577,0.0,0.07407399999999953,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
3,1215922,1990-01-05,MDU,4.320988,41006.0,0.9285143206508959,-0.01685391468880312,0.0,0.07407400000000042,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
4,1650063,1990-01-08,MDU,4.296296,51638.0,0.2592791298834317,-0.005714433828559565,0.0,0.024691999999999936,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
5,1215989,1990-01-09,MDU,4.271605,21263.0,-0.5882295983577985,-0.005747043499796056,0.0,0.024690999999999796,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
6,620254,1990-01-10,MDU,4.345679,23288.0,0.09523585571179984,0.017341022870794358,0.07407399999999953,0.0,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
7,692262,1990-01-11,MDU,4.395062,47588.0,1.0434558570937822,0.011363701736828841,0.04938300000000062,0.0,,4.3738978571428575,4.367627,4.337448666666667,4.206077846153847,4.15160496
8,113068,1990-01-12,MDU,4.345679,27338.0,-0.4255274438934185,-0.011236018968560767,0.0,0.04938300000000062,,4.366843142857143,4.367627,4.337448666666667,4.206077846153847,4.15160496
9,330764,1990-01-15,MDU,4.271605,104288.0,2.8147633330894726,-0.01704543754842443,0.0,0.07407399999999953,,4.343033607142858,4.3484226,4.337448666666667,4.206077846153847,4.15160496
10,1650276,1990-01-16,MDU,4.222222,199463.0,0.9126169837373428,-0.011560759948543869,0.0,0.04938299999999973,,4.312830705357143,4.323182480000001,4.337448666666667,4.206077846153847,4.15160496
11,40679,1990-01-17,MDU,4.246914,38475.0,-0.8071070825165569,0.005848105570952909,0.024691999999999936,0.0,,4.2963515290178576,4.3079287840000005,4.337448666666667,4.206077846153847,4.15160496
12,258155,1990-01-18,MDU,4.222222,56194.0,0.46053281351526965,-0.005814104076512954,0.0,0.024691999999999936,,4.2778191467633935,4.290787427200001,4.319721487179487,4.206077846153847,4.15160496
13,1433443,1990-01-19,MDU,4.098765,68850.0,0.22521977435313378,-0.029239817328411473,0.0,0.12345700000000015,,4.233055610072546,4.2523829417600005,4.285728181459566,4.206077846153847,4.15160496
14,40342,1990-01-22,MDU,4.148148,82013.0,0.1911837327523602,0.012048263318340947,0.04938299999999973,0.0,,4.211828707554409,4.231535953408001,4.264561999696556,4.206077846153847,4.15160496
15,1215898,1990-01-23,MDU,4.098765,50625.0,-0.38271981271261873,-0.01190483078231532,0.0,0.04938299999999973,25.806502185032045,4.183562780665807,4.204981762726401,4.239054768974009,4.206077846153847,4.15160496
16,692212,1990-01-24,MDU,4.024691,81506.0,0.609995061728395,-0.01807227298954695,0.0,0.07407400000000042,25.806502185032016,4.143844835499356,4.168923610181121,4.206075727593392,4.206077846153847,4.15160496
17,1433573,1990-01-25,MDU,4.074074,24806.0,-0.6956543076583319,0.012270010293958127,0.04938300000000062,0.0,33.333378333135386,4.126402126624517,4.1499536881448975,4.185767769502101,4.206077846153847,4.15160496
18,1577816,1990-01-26,MDU,4.074074,39488.0,0.5918729339675884,0.0,0.0,-0.0,34.482830855859675,4.113320094968388,4.1347777505159184,4.1685841126556245,4.206077846153847,4.15160496
19,547877,1990-01-29,MDU,4.049383,32906.0,-0.16668354943273905,-0.006060518292009591,0.0,0.024691000000000685,34.48283085585963,4.097335821226291,4.117698800412735,4.150245479939374,4.206077846153847,4.15160496
20,112953,1990-01-30,MDU,4.024691,55181.0,0.6769282197775481,-0.006097719084611147,0.0,0.024691999999999936,25.926020369898225,4.079174615919718,4.099097240330188,4.130929406102547,4.206077846153847,4.15160496
21,1216199,1990-01-31,MDU,4.049383,30881.0,-0.44036896757942046,0.006135129380118856,0.024691999999999936,0.0,23.077078845258185,4.071726711939788,4.089154392264151,4.118383805163694,4.206077846153847,4.15160496
22,1055769,1990-02-01,MDU,4.098765,40500.0,0.3114860270068974,0.012194944266818051,0.04938200000000048,0.0,30.76927869802398,4.078486283954841,4.091076513811321,4.115365527446203,4.206077846153847,4.15160496
23,1055898,1990-02-02,MDU,4.074074,39488.0,-0.024987654320987655,-0.006024009671205789,0.0,0.024690999999999796,33.333389583104875,4.07738321296613,4.087676011049057,4.109012984762172,4.206077846153847,4.15160496
24,315518,1990-02-05,MDU,4.123457,14175.0,-0.6410301863857374,0.012121282038568697,0.04938299999999973,0.0,41.66673697888102,4.088901659724598,4.094832208839246,4.111235140952608,4.206077846153847,4.15160496
25,1490020,1990-02-06,MDU,4.148148,36956.0,1.6071252204585538,0.005987936820973226,0.024690999999999796,0.0,41.66663854173345,4.103713244793449,4.105495367071397,4.116914042344514,4.206077846153847,4.15160496
26,170141,1990-02-07,MDU,4.123457,61256.0,0.6575386946639247,-0.005952294855439053,0.0,0.024690999999999796,41.66670885413766,4.1086491835950865,4.109087693657117,4.117920651214589,4.199957783475784,4.15160496
27,1634732,1990-02-08,MDU,4.148148,21263.0,-0.6528829828914718,0.005987936820973226,0.024690999999999796,0.0,55.000030375009835,4.118523887696314,4.116899754925694,4.1225710125661905,4.196120021736837,4.15160496
28,1634731,1990-02-09,MDU,4.148148,48600.0,1.2856605370831962,0.0,0.0,-0.0,50.0,4.125929915772236,4.123149403940555,4.126505933709853,4.192566538645219,4.15160496
29,315450,1990-02-12,MDU,4.17284,44550.0,-0.08333333333333333,0.005952535926876268,0.024691999999999936,0.0,58.82364152251437,4.137657436829177,4.133087523152445,4.133634251600645,4.191105313560389,4.15160496
30,97594,1990-02-13,MDU,4.123457,29363.0,-0.3408978675645342,-0.01183438617344536,0.0,0.04938299999999973,62.50006328120653,4.134107327621884,4.131161418521956,4.132068520585161,4.18609432737073,4.15160496
31,676792,1990-02-14,MDU,4.148148,48600.0,0.6551442291319007,0.005987936820973226,0.024690999999999796,0.0,59.99999999999995,4.1376174957164125,4.134558734817565,4.1345422866489825,4.183283488306231,4.15160496
32,1273177,1990-02-15,MDU,4.17284,35944.0,-0.26041152263374484,0.005952535926876268,0.024691999999999936,0.0,62.500063281206444,4.1464231217873095,4.142214987854052,4.140434242549139,4.182509896579844,4.15160496
33,1128263,1990-02-16,MDU,4.123457,27844.0,-0.2253505452926775,-0.01183438617344536,0.0,0.04938299999999973,58.82350138414412,4.140681591340482,4.138463390283242,4.137822359080041,4.1781356079442995,4.15160496
